Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Duration
1195,39,20,2020-01-03--2020-01-10,How Do You Sleep?,"43,13,625",Sam Smith,17097317,6b2RcmUt1g9N9mQ3CbjX2Y,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",19-07-2019,"2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",76,202205
1196,4,13,2020-02-14--2020-02-21,No Time To Die,"42,93,009",Billie Eilish,47061119,73SpzrcaHk0RQPFP73vqVR,"['electropop', 'pop']",13-02-2020,"2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",75,242265
1197,46,1,2020-05-01--2020-05-08,D4L,"1,05,37,097","Future, Drake, Young Thug",56327031,5fHrHoJKfCgBd35zwIBmUK,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,63,189176
1198,51,1,2020-05-01--2020-05-08,Time Flies,"99,04,749",Drake,56327031,5H4mXWKcicuLKDn4Jy0sK7,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,71,192932
1199,53,1,2020-05-01--2020-05-08,Desires (with Future),"96,28,215",Drake,56327031,7eYAHC0RbBF9eaqWzT34Aq,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,64,237946
1200,55,1,2020-05-01--2020-05-08,Not You Too (feat. Chris Brown),"92,84,383",Drake,56327031,3Q4gttWQ6hxqWOa3tHoTNi,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,64,269680
1201,67,1,2020-05-01--2020-05-08,Landed,"83,55,036",Drake,56327031,3KixNgUEaDtrKJVzdqjU5q,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,60,152195
1202,68,1,2020-05-01--2020-05-08,When To Say When,"83,04,928",Drake,56327031,5TCBWmEBrin7etRa4Lswr1,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,60,223124
1203,70,1,2020-05-01--2020-05-08,Deep Pockets,"82,85,754",Drake,56327031,3IvMYBE7A3c7to1aEcfFJk,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,58,222929
1204,73,1,2020-05-01--2020-05-08,War,"78,21,869",Drake,56327031,1I55Ea0zVoSKs6MqW7DQ3i,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,64,180000
1205,84,1,2020-05-01--2020-05-08,From Florida With Love,"72,16,610",Drake,56327031,0YkUwXxnTkeJBvt5upeEtP,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,64,234783
1206,89,1,2020-05-01--2020-05-08,Losses,"68,94,756",Drake,56327031,6fLVTVaHWaEfVKfEgbkf4D,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",01-05-2020,2020-05-01--2020-05-08,57,271184
1207,25,6,2020-03-27--2020-04-03,Turks (feat. Travis Scott),"55,94,561","NAV, Gunna",2613211,0lSZh5W0wDeurkGzLYY6hf,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",27-03-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03",70,161377
1208,40,4,2020-04-10--2020-04-17,Boyfriend,"52,36,730",Selena Gomez,28931149,4QnC1bIaMSfDQvF4XDhV5M,"['dance pop', 'pop', 'post-teen pop']",09-04-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17",62,161188
1209,29,15,2020-01-24--2020-01-31,What If I Told You That I Love You,"52,34,645",Ali Gatie,1758300,6USdi8uX5GNAPYziFhisHb,"['canadian hip hop', 'pop']",26-03-2021,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31",69,193668
1210,85,2,2020-04-24--2020-05-01,Emotions,"49,01,960",Ufo361,1700759,3yZCjDTxzZxx1kll1sRjGc,"['german cloud rap', 'german hip hop']",12-06-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01",65,146028
1211,32,5,2020-04-03--2020-04-10,FIND MY WAY,"47,53,495",DaBaby,7601122,1gVCEnryJhkdQcuC0Kbvor,"['north carolina hip hop', 'rap']",17-04-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10",66,139890
1212,37,13,2020-02-07--2020-02-14,Keii,"46,87,605",Anuel AA,18306226,5eEQCfq7MXQr6aHLNRUZLs,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",07-02-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14",67,210000
1213,130,11,2019-12-27--2020-01-03,God's Plan,"45,65,400",Drake,56327031,6DCZcSspjsKoFjzjrWoCdn,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",29-06-2018,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",82,198973
1214,103,4,2020-04-17--2020-04-24,Por Primera Vez,"44,78,685","Camilo, Evaluna Montaner",10580764,0gWbAFRcUyZKdfUxEOuOiD,"['colombian pop', 'reggaeton colombiano']",09-03-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17",70,183547
1215,32,3,2020-04-17--2020-04-24,@ MEH,"44,20,187",Playboi Carti,1251372,5rffvRUaCvkPnkwMVcQYgZ,[],13-08-2021,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24",1,166799
1216,109,5,2020-04-10--2020-04-17,Broke In A Minute,"44,02,281",Tory Lanez,3828418,4xqIYGwwZTEem9U8A42SPF,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",10-04-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-02-07--2020-02-14",75,132024
1217,139,8,2020-03-13--2020-03-20,Fantasias - Remix,"44,01,019","Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",6096559,0A37XY67wSdGqkGjtfW6aV,"['puerto rican pop', 'trap latino']",06-03-2020,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",70,267242
1218,38,18,2020-01-31--2020-02-07,SUGAR,"43,62,442",BROCKHAMPTON,1836564,6U0FIYXCQ3TGrk4tFpLrEA,"['boy band', 'hip hop', 'rap']",23-08-2019,"2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10",75,204533
1219,112,1,2020-04-24--2020-05-01,90-60-111,"57,50,861",Shirin David,559215,3ZdDYeaZzeYnrP4crgXzPk,"['frauenrap', 'german hip hop', 'german pop']",23-04-2020,2020-04-24--2020-05-01,64,141387
1220,115,1,2020-04-24--2020-05-01,YOSEMITE,"56,86,981",Travis Scott,17732077,7lAK3oHbfEnvUQWosrMMpR,"['rap', 'slap house']",03-08-2018,2020-04-24--2020-05-01,75,150043
1221,151,1,2020-04-24--2020-05-01,Houdini (feat. Swarmz & Tion Wayne),"49,14,429",KSI,2010879,3lay6f81Lhy0qp2Uvp4cNJ,['uk hip hop'],24-04-2020,2020-04-24--2020-05-01,58,169355
1222,166,1,2020-04-24--2020-05-01,Sasuke,"47,01,551",Lil Uzi Vert,11821805,0ROE31C8Wu4neZoR9stM9e,"['melodic rap', 'philly rap', 'rap', 'trap']",24-04-2020,2020-04-24--2020-05-01,56,251336
1223,47,15,2020-01-31--2020-02-07,Me Gusta,"44,40,661","Shakira, Anuel AA",22136717,5Xhqh4lwJPtMUTsdBztN1a,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",13-01-2020,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24",72,190570
1224,183,1,2020-04-24--2020-05-01,If You’re Too Shy (Let Me Know) - Edit,"44,29,092",The 1975,5044278,3iEqGBZ2wcpVzhiAcwXVC6,"['modern alternative rock', 'modern rock', 'pop', 'rock']",23-04-2020,2020-04-24--2020-05-01,59,239877
1225,80,18,2020-02-07--2020-02-14,"Alone, Pt. II","43,95,061","Alan Walker, Ava Max",29679430,0bMbDctzMmTyK2j74j3nF3,['electro house'],27-12-2019,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,179053
1226,97,11,2019-12-27--2020-01-03,Tutu,"43,93,037","Camilo, Pedro Capó",10580764,1nocRtwyNPVtGcIJqfgdzZ,"['colombian pop', 'reggaeton colombiano']",09-08-2019,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",74,178613
1227,85,17,2019-12-27--2020-01-03,Hate Me (with Juice WRLD),"43,67,368",Ellie Goulding,9747805,6kls8cSlUyHW2BUOkDJIZE,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",26-06-2019,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",76,186223
1228,109,9,2020-02-14--2020-02-21,Still Be Friends (feat. Tory Lanez & Tyga),"42,99,422",G-Eazy,4894656,0JjM9bKm4wrwohMslcm892,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",07-02-2020,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14",76,213308
1229,74,18,2020-03-20--2020-03-27,Blanco,"42,14,147",J Balvin,29067437,2rc7BkzO8qepMFAxHtOrXc,"['latin', 'reggaeton', 'reggaeton colombiano']",15-11-2019,"2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",66,145800
1230,78,1,2020-04-17--2020-04-24,PICK UP (feat. Quavo),"70,65,060",DaBaby,7601122,5gNOINI5dXZVom2b36LMOd,"['north carolina hip hop', 'rap']",17-04-2020,2020-04-17--2020-04-24,65,118547
1231,102,1,2020-04-17--2020-04-24,JUMP (feat. YoungBoy Never Broke Again),"60,33,348",DaBaby,7601122,0oT9ElXYSxvnOOagP9efDq,"['north carolina hip hop', 'rap']",17-04-2020,2020-04-17--2020-04-24,62,212093
1232,156,1,2020-04-17--2020-04-24,LIGHTSKIN SH*T (feat. Future & jetsonmade),"48,61,875",DaBaby,7601122,16oi4OiKmkO51l60F5R9kR,"['north carolina hip hop', 'rap']",17-04-2020,2020-04-17--2020-04-24,56,111173
1233,16,7,2020-03-06--2020-03-13,That Way - Bonus Track,"48,25,741",Lil Uzi Vert,11821805,2ajzBr7vwHTEBeqDzcsNRC,"['melodic rap', 'philly rap', 'rap', 'trap']",06-03-2020,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13",67,212354
1234,162,1,2020-04-17--2020-04-24,No Me Ame,"48,22,090","Rvssian, Anuel AA, Juice WRLD",1397067,2AuWgceaQyfMoI3EGavwGb,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",17-04-2020,2020-04-17--2020-04-24,64,180000
1235,80,3,2020-04-03--2020-04-10,I'll Wait,"46,74,532","Kygo, Sasha Alex Sloan",7593792,6Q3K9gVUZRMZqZKrXovbM2,"['edm', 'pop', 'pop dance', 'tropical house']",03-04-2020,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10",70,215361
1236,63,6,2020-03-13--2020-03-20,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),"46,18,744",Lil Yachty,7358720,7wsmIIm0xWmtP7TmACXkJn,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",09-03-2020,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",69,206702
1237,180,1,2020-04-17--2020-04-24,BLAME IT ON BABY,"46,16,034",DaBaby,7601122,0jWm0VyD8p3MrSInczpows,"['north carolina hip hop', 'rap']",17-04-2020,2020-04-17--2020-04-24,57,125907
1238,128,3,2020-04-03--2020-04-10,Follow,"45,93,449","KAROL G, Anuel AA",17792779,2w1rq80FIrbxeJy9WYURxw,"['latin', 'reggaeton', 'reggaeton colombiano']",01-04-2020,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10",63,203093
1239,156,13,2020-01-31--2020-02-07,3 Nights,"44,11,998",Dominic Fike,554042,1tNJrcVe6gwLEiZCtprs1u,"['alternative pop rock', 'pop']",16-10-2018,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,177667
1240,163,5,2020-04-10--2020-04-17,The Take (feat. Chris Brown),"43,94,195",Tory Lanez,3828418,0Odu228D0yGcFySGuxU4rY,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",15-11-2019,"2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27",73,221492
1241,101,1,2020-04-10--2020-04-17,Stupid Again,"59,38,996",Tory Lanez,3828418,1fPnUpoXCpD2NDI4vPVeLw,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",10-04-2020,2020-04-10--2020-04-17,66,174848
1242,127,1,2020-04-10--2020-04-17,Shotz Fired,"52,91,167",Bonez MC,1683006,0dy5NFDnx5fuZvE8ZXEX35,"['german hip hop', 'hamburg hip hop']",09-04-2020,2020-04-10--2020-04-17,59,179844
1243,128,1,2020-04-10--2020-04-17,BaeBae,"52,90,730",Samra,1045091,1yYBOIXO2H9LDqEPui42GM,['german hip hop'],09-04-2020,2020-04-10--2020-04-17,57,167827
1244,30,9,2020-02-14--2020-02-21,To Die For,"45,27,835",Sam Smith,17097317,2ZTYlnhhV1UAReg7wIGolx,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",14-02-2020,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",70,193795
1245,86,5,2020-03-13--2020-03-20,WANNABE,"43,83,521",ITZY,2384076,6tCssnvTUREcperDOUTqvA,['k-pop girl group'],09-03-2020,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",75,191242
1246,152,13,2020-01-03--2020-01-10,Takeaway,"43,59,727","The Chainsmokers, ILLENIUM, Lennon Stella",18195884,3g0mEQx3NTanacLseoP0Gw,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",06-12-2019,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",77,209880
1247,190,2,2020-04-03--2020-04-10,Heart On Ice,"43,24,610",Rod Wave,2203386,6fWa5CRgy0z30OeGZyMBvD,['florida rap'],14-06-2019,"2020-04-10--2020-04-17
2020-04-03--2020-04-10",70,159670
1248,194,2,2020-04-03--2020-04-10,La Cama - Remix,"42,61,965","Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",4963516,2tGENA8xef0wABdHvyXwv9,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",27-03-2020,"2020-04-10--2020-04-17
2020-04-03--2020-04-10",69,330240
1249,105,9,2020-02-28--2020-03-06,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"42,44,510","Polo G, Stunna 4 Vegas",4849204,0L8OsjxbagaGkJI0PezdRg,['chicago rap'],15-05-2020,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",41,165726
1250,192,3,2020-03-27--2020-04-03,Cradles,"42,18,201",Sub Urban,908351,1y4jsQt7MjnZhiD1L6qFBC,['modern indie pop'],04-01-2019,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03",73,209829
1251,117,8,2020-02-14--2020-02-21,Good as Hell (feat. Ariana Grande),"41,76,083",Lizzo,3991674,07Oz5StQ7GRoygNLaXs2pd,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",2016,"2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",71,159011
1252,15,8,2020-02-14--2020-02-21,Forever (feat. Post Malone & Clever),"65,17,807",Justin Bieber,48544923,2ZlCGeK30BLRNSPC832pNZ,"['canadian pop', 'pop', 'post-teen pop']",14-02-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",68,219933
1253,46,5,2020-03-06--2020-03-13,I Love Me,"54,49,099",Demi Lovato,20338833,2IHLaN6wwYKQ3S24NsQqpA,"['dance pop', 'pop', 'post-teen pop']",06-03-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13",67,203672
1254,103,4,2020-02-21--2020-02-28,Old Me,"47,24,056",5 Seconds of Summer,7744095,58qO4dGa5SgNdtvqvpewyz,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",27-03-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-02-28--2020-03-06
2020-02-21--2020-02-28",67,186786
1255,29,6,2020-02-28--2020-03-06,Pero Ya No,"46,66,658",Bad Bunny,36177712,75pQqzwgCjUOSSy5CpmAjy,"['latin', 'reggaeton', 'trap latino']",29-02-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06",72,160638
1256,24,3,2020-03-20--2020-03-27,Hardest To Love,"45,53,544",The Weeknd,35340069,6kWxIqQDsKFYCJGbU4AjCX,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27",67,211400
1257,191,2,2020-04-03--2020-04-10,BRABA,"44,52,819",Luísa Sonza,1251372,6DEEuFNv0K3aJtFYZag8gv,[],11-08-2021,"2020-04-03--2020-04-10
2020-03-27--2020-04-03",0,129782
1258,77,14,2020-02-28--2020-03-06,Woah,"44,25,610",Lil Baby,7816213,598yNsG1JFrGd4n2kMoz7F,"['atl hip hop', 'atl trap', 'rap', 'trap']",08-11-2019,"2020-04-03--2020-04-10
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",69,183011
1259,69,2,2020-03-27--2020-04-03,Pretty Please,"43,05,034",Dua Lipa,27167675,6DXZiYUbrYgrVIhfX3U9Z2,"['dance pop', 'pop', 'uk pop']",27-03-2020,"2020-04-03--2020-04-10
2020-03-27--2020-04-03",67,194607
1260,170,10,2020-02-07--2020-02-14,I.F.L.Y.,"42,84,951",Bazzi,4421378,4a6q8CR2hzLk2plDkSxkfD,"['dance pop', 'electropop', 'pop', 'post-teen pop']",09-08-2019,"2020-04-03--2020-04-10
2020-03-13--2020-03-20
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-10--2020-01-17
2020-01-03--2020-01-10",76,165714
1261,70,1,2020-03-27--2020-04-03,Cool,"81,36,247",Dua Lipa,27167675,4Ulqu89XempybuL8ApUeqL,"['dance pop', 'pop', 'uk pop']",11-02-2021,2020-03-27--2020-04-03,65,209583
1262,71,1,2020-03-27--2020-04-03,Future Nostalgia,"80,91,754",Dua Lipa,27167675,3iYNJX4FTRGlfMQySjlGNr,"['dance pop', 'pop', 'uk pop']",11-02-2021,2020-03-27--2020-04-03,65,184882
1263,92,1,2020-03-27--2020-04-03,Good In Bed,"68,02,068",Dua Lipa,27167675,3pyodt4pb554dMz8fCv7oi,"['dance pop', 'pop', 'uk pop']",11-02-2021,2020-03-27--2020-04-03,64,218754
1264,27,2,2020-03-20--2020-03-27,Scared To Live,"65,66,099",The Weeknd,35340069,4BGZF4oLbTL0pWm7C18pbv,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,"2020-03-27--2020-04-03
2020-03-20--2020-03-27",66,191307
1265,21,2,2020-03-20--2020-03-27,Alone Again,"60,55,294",The Weeknd,35340069,6b5P51m8xx2XA6U7sdNZ5E,"['canadian contemporary r&b', 'canadian pop', 'pop']",20-03-2020,"2020-03-27--2020-04-03
2020-03-20--2020-03-27",66,250053
1266,118,1,2020-03-27--2020-04-03,Boys Will Be Boys,"60,15,914",Dua Lipa,27167675,4szI7zRh7kLApCSqiB6R7b,"['dance pop', 'pop', 'uk pop']",11-02-2021,2020-03-27--2020-04-03,63,166266
1267,122,1,2020-03-27--2020-04-03,Auto Blu,"59,95,116","Shiva, Eiffel 65",561372,5swpvba5YLqVDy1nbzUdog,"['italian hip hop', 'trap italiana']",26-03-2020,2020-03-27--2020-04-03,56,166087
1268,132,1,2020-03-27--2020-04-03,Du bist mein,"58,78,493","Zuna, Loredana, SRNO",900975,719aY5gAzJbx2PHjyalZQu,"['albanian hip hop', 'german hip hop']",27-03-2020,2020-03-27--2020-04-03,54,160357
